workerCounter,assignmentId,workerId,hitId,trial type,set,global index,reaction time,response1,response2,responseLoc1,responseLoc2,stimulus1,stimulus2,stimulus3
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,42,1572,2kFemale/F92,2kFemale/F126,0,1,2kFemale/F92,2kFemale/F126,2kFemale/F896
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,43,1205,2kFemale/F422,2kFemale/F915,0,2,2kFemale/F422,2kFemale/F102,2kFemale/F915
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,44,1017,2kFemale/F490,2kFemale/F383,0,1,2kFemale/F490,2kFemale/F383,2kFemale/F73
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,45,1032,2kFemale/F164,2kFemale/F673,0,1,2kFemale/F164,2kFemale/F673,2kFemale/F31
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,46,1198,2kFemale/F483,2kFemale/F848,0,2,2kFemale/F483,2kFemale/F666,2kFemale/F848
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,47,771,2kFemale/F240,2kFemale/F587,0,1,2kFemale/F240,2kFemale/F587,2kFemale/F451
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,48,1228,2kFemale/F871,2kFemale/F146,0,1,2kFemale/F871,2kFemale/F146,2kFemale/F786
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,49,1050,2kFemale/F372,2kFemale/F385,0,2,2kFemale/F372,2kFemale/F231,2kFemale/F385
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,50,750,2kFemale/F229,2kFemale/F398,0,1,2kFemale/F229,2kFemale/F398,2kFemale/F48
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,51,4281,2kFemale/F709,2kFemale/F374,0,1,2kFemale/F709,2kFemale/F374,2kFemale/F624
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,52,1143,2kFemale/F224,2kFemale/F337,0,1,2kFemale/F224,2kFemale/F337,2kFemale/F781
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,53,3098,2kFemale/F229,2kFemale/F175,0,2,2kFemale/F229,2kFemale/F118,2kFemale/F175
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,54,10487,2kFemale/F514,2kFemale/F75,0,2,2kFemale/F514,2kFemale/F949,2kFemale/F75
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,55,1719,2kFemale/F264,2kFemale/F93,0,2,2kFemale/F264,2kFemale/F44,2kFemale/F93
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,56,1249,2kFemale/F915,2kFemale/F325,0,1,2kFemale/F915,2kFemale/F325,2kFemale/F557
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,57,1713,2kFemale/F12,2kFemale/F321,0,1,2kFemale/F12,2kFemale/F321,2kFemale/F155
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,58,1484,2kFemale/F158,2kFemale/F574,0,1,2kFemale/F158,2kFemale/F574,2kFemale/F251
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,59,1303,2kFemale/F785,2kFemale/F302,0,2,2kFemale/F785,2kFemale/F662,2kFemale/F302
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,60,1392,2kFemale/F722,2kFemale/F718,0,1,2kFemale/F722,2kFemale/F718,2kFemale/F362
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,61,1780,2kFemale/F243,2kFemale/F232,0,2,2kFemale/F243,2kFemale/F776,2kFemale/F232
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,62,1893,2kFemale/F143,2kFemale/F800,0,2,2kFemale/F143,2kFemale/F246,2kFemale/F800
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,63,3096,2kFemale/F264,2kFemale/F623,0,2,2kFemale/F264,2kFemale/F648,2kFemale/F623
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,64,2749,2kFemale/F430,2kFemale/F80,0,1,2kFemale/F430,2kFemale/F80,2kFemale/F218
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,65,3037,2kFemale/F813,2kFemale/F334,0,2,2kFemale/F813,2kFemale/F593,2kFemale/F334
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,66,2524,2kFemale/F373,2kFemale/F791,1,2,2kFemale/F166,2kFemale/F373,2kFemale/F791
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,67,3936,2kFemale/F41,2kFemale/F69,0,1,2kFemale/F41,2kFemale/F69,2kFemale/F497
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,68,2467,2kFemale/F766,2kFemale/F58,0,1,2kFemale/F766,2kFemale/F58,2kFemale/F380
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,69,1680,2kFemale/F377,2kFemale/F940,0,2,2kFemale/F377,2kFemale/F350,2kFemale/F940
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,70,1462,2kFemale/F863,2kFemale/F588,0,2,2kFemale/F863,2kFemale/F581,2kFemale/F588
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,71,2924,2kFemale/F508,2kFemale/F334,0,1,2kFemale/F508,2kFemale/F334,2kFemale/F893
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,72,2401,2kFemale/F93,2kFemale/F778,0,2,2kFemale/F93,2kFemale/F779,2kFemale/F778
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,73,868,2kFemale/F710,2kFemale/F477,0,1,2kFemale/F710,2kFemale/F477,2kFemale/F457
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,74,1331,2kFemale/F484,2kFemale/F250,0,2,2kFemale/F484,2kFemale/F82,2kFemale/F250
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,75,1317,2kFemale/F449,2kFemale/F220,0,1,2kFemale/F449,2kFemale/F220,2kFemale/F803
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,76,3017,2kFemale/F862,2kFemale/F849,0,1,2kFemale/F862,2kFemale/F849,2kFemale/F318
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,77,2412,2kFemale/F449,2kFemale/F649,0,2,2kFemale/F449,2kFemale/F57,2kFemale/F649
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,78,2117,2kFemale/F835,2kFemale/F592,0,2,2kFemale/F835,2kFemale/F524,2kFemale/F592
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,79,1047,2kFemale/F36,2kFemale/F869,0,2,2kFemale/F36,2kFemale/F843,2kFemale/F869
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,80,1541,2kFemale/F697,2kFemale/F466,0,1,2kFemale/F697,2kFemale/F466,2kFemale/F551
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,81,1209,2kFemale/F710,2kFemale/F180,0,1,2kFemale/F710,2kFemale/F180,2kFemale/F654
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,82,671,2kFemale/F430,2kFemale/F521,0,1,2kFemale/F430,2kFemale/F521,2kFemale/F282
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,83,716,2kFemale/F320,2kFemale/F648,0,1,2kFemale/F320,2kFemale/F648,2kFemale/F130
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,84,768,2kFemale/F186,2kFemale/F216,0,1,2kFemale/F186,2kFemale/F216,2kFemale/F163
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,85,690,2kFemale/F678,2kFemale/F212,0,1,2kFemale/F678,2kFemale/F212,2kFemale/F112
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,86,1159,2kFemale/F471,2kFemale/F742,0,1,2kFemale/F471,2kFemale/F742,2kFemale/F681
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,87,571,2kFemale/F764,2kFemale/F28,0,1,2kFemale/F764,2kFemale/F28,2kFemale/F884
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,88,429,2kFemale/F740,2kFemale/F464,0,1,2kFemale/F740,2kFemale/F464,2kFemale/F415
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,89,528,2kFemale/F227,2kFemale/F437,0,1,2kFemale/F227,2kFemale/F437,2kFemale/F916
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,90,613,2kFemale/F495,2kFemale/F927,0,1,2kFemale/F495,2kFemale/F927,2kFemale/F618
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,3,,91,1440,2kFemale/F560,2kFemale/F560,true,true,2kFemale/F560,2kFemale/F560,2kFemale/F198
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,92,983,2kFemale/F619,2kFemale/F697,0,1,2kFemale/F619,2kFemale/F697,2kFemale/F617
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,93,981,2kFemale/F615,2kFemale/F361,0,1,2kFemale/F615,2kFemale/F361,2kFemale/F772
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,94,783,2kFemale/F522,2kFemale/F497,0,1,2kFemale/F522,2kFemale/F497,2kFemale/F221
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,95,1349,2kFemale/F175,2kFemale/F229,0,1,2kFemale/F175,2kFemale/F229,2kFemale/F844
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,96,1354,2kFemale/F759,2kFemale/F94,0,1,2kFemale/F759,2kFemale/F94,2kFemale/F250
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,97,1203,2kFemale/F933,2kFemale/F679,0,1,2kFemale/F933,2kFemale/F679,2kFemale/F476
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,98,743,2kFemale/F283,2kFemale/F304,0,1,2kFemale/F283,2kFemale/F304,2kFemale/F404
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,99,851,2kFemale/F246,2kFemale/F106,1,0,2kFemale/F106,2kFemale/F246,2kFemale/F389
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,100,757,2kFemale/F410,2kFemale/F880,1,0,2kFemale/F880,2kFemale/F410,2kFemale/F176
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,101,712,2kFemale/F28,2kFemale/F467,0,1,2kFemale/F28,2kFemale/F467,2kFemale/F160
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,102,1598,2kFemale/F560,2kFemale/F287,0,2,2kFemale/F560,2kFemale/F198,2kFemale/F287
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,103,1079,2kFemale/F466,2kFemale/F646,0,2,2kFemale/F466,2kFemale/F595,2kFemale/F646
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,104,693,2kFemale/F175,2kFemale/F595,0,2,2kFemale/F175,2kFemale/F351,2kFemale/F595
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,105,800,2kFemale/F689,2kFemale/F628,0,2,2kFemale/F689,2kFemale/F143,2kFemale/F628
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,106,1209,2kFemale/F820,2kFemale/F767,0,1,2kFemale/F820,2kFemale/F767,2kFemale/F549
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,107,1631,2kFemale/F487,2kFemale/F756,0,2,2kFemale/F487,2kFemale/F779,2kFemale/F756
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,108,1562,2kFemale/F688,2kFemale/F622,0,2,2kFemale/F688,2kFemale/F102,2kFemale/F622
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,109,1282,2kFemale/F763,2kFemale/F433,0,1,2kFemale/F763,2kFemale/F433,2kFemale/F412
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,110,2153,2kFemale/F80,2kFemale/F787,1,0,2kFemale/F787,2kFemale/F80,2kFemale/F127
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,111,1899,2kFemale/F666,2kFemale/F189,0,1,2kFemale/F666,2kFemale/F189,2kFemale/F30
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,112,1356,2kFemale/F863,2kFemale/F933,0,1,2kFemale/F863,2kFemale/F933,2kFemale/F418
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,113,1118,2kFemale/F567,2kFemale/F250,0,1,2kFemale/F567,2kFemale/F250,2kFemale/F574
1,3VD82FOHKRU4ID8XYQCQMRG5RTJOCZ,A1NQLW1UROVH81,37AQKJ12TXUZU2HNQQODGRRCUFVTTU,2,,114,1590,2kFemale/F217,2kFemale/F296,0,2,2kFemale/F217,2kFemale/F415,2kFemale/F296
